"","elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
"23002",5,5,1,4,"true","false",1024,2,1.25193376721125e-10
"10785",18,6,4,4,"true","false",256,128,1.77218171072748e-09
"6829",4,4,1,4,"true","false",1024,4,1.25778542785017e-10
"16970",4,4,1,4,"true","false",1024,2,1.28981619240584e-10
"198911",16,4,4,4,"true","false",128,2,1.57306422896745e-10
"19747",5,5,4,4,"true","true",1024,256,3.06463518555984e-09
"2483",3,3,1,2,"true","true",128,32,7.99032686191327e-10
"130851",12,6,2,4,"true","true",256,4,1.35662211876773e-10
"20703",12,4,4,4,"true","true",256,8,2.085301812939e-10
"608",4,1,4,4,"true","true",256,2,3.04268318415916e-10
"19611",20,5,2,2,"true","false",128,2,1.48340423840579e-10
"3827",4,4,1,2,"true","true",256,4,1.27103827056844e-10
"14208",6,2,1,2,"true","true",512,32,3.30364115014744e-10
"16554",18,6,1,2,"true","false",128,4,1.65429406567257e-10
"117741",16,4,1,4,"true","true",64,1,1.56614620329246e-10
"9259",12,3,1,2,"true","true",128,64,1.38994192621042e-09
"5138",4,4,1,4,"true","true",128,32,7.34606606864592e-10
"22884",15,5,1,2,"true","true",256,8,1.72926804565186e-10
"197864",24,6,2,4,"true","true",128,2,1.41639115932257e-10
"195551",15,5,1,2,"true","true",256,64,7.65977667999502e-10
"582410",2,2,1,2,"true","true",512,4,1.55607518446307e-10
"21208",6,3,8,4,"true","false",512,256,4.45137964417669e-09
"8564",8,2,1,2,"true","true",1024,32,2.58954711593992e-10
"7254",2,1,8,4,"true","false",1024,256,3.51926978188848e-09
"14027",12,6,1,2,"true","true",1024,128,4.54825859020426e-10
"32051",2,1,8,4,"true","false",512,16,6.99444170023858e-10
"172112",9,3,4,2,"true","false",256,2,2.21233294076482e-10
"51737",2,1,2,2,"true","true",128,2,2.69262520295719e-10
"17231",4,1,4,2,"true","false",512,32,3.91761638804216e-10
"172113",9,3,4,2,"true","false",256,2,2.21233294076482e-10
"10977",3,3,16,2,"true","true",1024,512,1.7593014537954e-08
"458811",2,2,1,2,"true","false",128,2,1.5624413559592e-10
"17798",18,6,1,2,"true","true",256,128,1.52831340840547e-09
"170921",9,3,1,2,"true","false",256,2,1.98117109228222e-10
"18458",9,3,1,2,"true","true",128,32,8.48205892086334e-10
"206791",6,3,2,2,"true","false",128,2,1.58333256590852e-10
"3882",3,3,1,2,"true","false",256,32,4.21577506392809e-10
"11573",12,6,8,2,"true","true",256,16,5.56830405336729e-10
"17623",8,2,2,2,"true","true",512,4,2.07448119990663e-10
"51738",2,1,2,2,"true","true",128,2,2.69262520295719e-10
"18109",8,4,4,4,"true","true",1024,128,7.75820107203697e-10
"54354",4,1,4,2,"true","true",128,1,3.00554927648439e-10
"21130",12,6,2,2,"true","true",512,8,1.34502841297936e-10
"191981",12,3,4,2,"true","false",256,4,1.74684970353342e-10
"16936",9,3,1,4,"true","true",256,2,1.98248895696251e-10
"12938",16,4,1,2,"true","true",128,2,1.57444621795275e-10
"6033",4,4,2,2,"true","false",512,64,7.98876769833396e-10
"219933",20,5,4,4,"true","true",128,1,1.48373401207609e-10
"176395",8,2,2,2,"true","false",128,1,2.04811532627718e-10
"172114",9,3,4,2,"true","false",256,2,2.21233294076482e-10
"13699",6,6,4,2,"true","true",32,16,4.41721751351988e-09
"5270",2,2,1,2,"true","true",128,32,9.41055419953916e-10
"3616",4,2,8,4,"true","false",512,128,2.44485176520516e-09
"21404",24,6,2,2,"true","false",1024,32,1.98614760289479e-10
"11563",6,2,4,4,"true","false",128,8,3.79445809510795e-10
"8196",8,4,2,4,"true","false",512,128,8.05250842431323e-10
"4270",2,2,8,4,"true","false",512,256,9.64220516485799e-09
"4602",1,1,1,2,"true","true",256,8,2.29302805194727e-10
"9404",2,1,2,4,"true","true",1024,32,2.5230987580881e-10
"183714",8,4,2,2,"true","true",1024,16,1.43169217579077e-10
"8244",6,3,2,4,"true","true",128,64,1.58307898747919e-09
"15020",10,5,1,4,"true","false",512,256,1.61276302540534e-09
"14423",6,6,1,4,"true","false",128,16,3.51808115363844e-10
"22345",12,3,4,4,"true","true",128,32,7.24137898008963e-10
"149961",15,5,4,4,"true","true",128,4,1.93464719810653e-10
"11830",12,4,1,2,"true","true",512,4,1.81147066465203e-10
"165641",18,6,1,4,"true","false",128,1,1.63005055713304e-10
"9269",12,3,2,2,"true","false",128,4,1.75962638108026e-10
"17362",15,5,2,4,"true","true",512,32,2.93858324776508e-10
"848",2,1,2,4,"true","true",128,8,4.14585354521574e-10
"1749",2,1,8,2,"true","false",512,128,3.37841925377901e-09
"161923",9,3,4,2,"true","true",256,8,2.23786994406016e-10
"168791",5,5,1,4,"true","false",512,8,1.22080038327934e-10
"94041",2,1,2,4,"true","true",1024,32,2.5230987580881e-10
"6339",3,3,4,2,"true","true",128,32,2.74337158751753e-09
"16637",10,5,1,4,"true","true",512,16,1.4760907696458e-10
"40002",4,2,2,2,"true","true",256,2,1.82495430741438e-10
"91651",8,2,1,4,"true","true",128,1,2.04604553028003e-10
"203934",12,3,2,2,"true","true",64,1,1.73348646629763e-10
"10748",8,2,1,2,"true","false",64,4,2.76333012574741e-10
"6857",8,2,4,2,"true","false",1024,32,2.56471222248998e-10
"21783",12,3,4,2,"true","true",64,1,1.73564729671051e-10
"20450",4,4,1,4,"true","true",1024,8,1.24992786636709e-10
"12596",4,2,2,2,"true","false",1024,512,2.01898772890879e-09
"11894",16,4,4,4,"true","true",256,2,1.59208836032675e-10
"15951",6,2,16,4,"true","false",32,16,5.11295240669775e-09
"10360",4,2,16,2,"true","true",1024,512,8.86442316552989e-09
"7804",24,6,4,4,"true","false",1024,64,2.56103132289564e-10
"10730",10,5,2,4,"true","false",1024,128,4.53465998982403e-10
"13453",24,6,4,2,"true","true",512,8,1.50673562967193e-10
"10704",8,2,1,4,"true","false",128,1,2.04953436330237e-10
"522",2,1,4,4,"true","true",128,16,1.25239517946332e-09
"93881",8,2,2,2,"true","true",256,2,2.05429010090939e-10
"7930",10,5,8,4,"true","true",32,16,3.48139136987257e-09
"164414",6,3,2,4,"true","false",1024,16,1.52554038682594e-10
"21514",5,5,1,4,"true","false",1024,32,1.28201182372607e-10
"98433",6,6,1,2,"true","false",256,4,1.17149348789584e-10
"458812",2,2,1,2,"true","false",128,2,1.5624413559592e-10
"7463",6,2,4,4,"true","true",1024,512,2.39405501157572e-09
"909",4,1,1,4,"true","true",128,32,1.20982205522739e-09
"2094",2,2,8,4,"true","false",256,128,9.27753222103691e-09
"14777",16,4,2,4,"true","true",64,4,2.17894928718049e-10
"12542",5,5,1,4,"true","true",512,8,1.22633247365792e-10
"10672",6,2,4,4,"true","false",256,8,2.64769078783935e-10
"1941",4,1,8,4,"true","false",256,16,5.96981097103294e-10
"23077",2,1,2,2,"true","false",1024,4,2.5272087535188e-10
"57934",4,4,1,4,"true","true",512,2,1.23999015246297e-10
"8311",2,1,2,2,"true","false",1024,2,2.69297809907552e-10
"8580",12,4,2,2,"true","true",256,16,3.0147252717517e-10
"12237",8,4,8,2,"true","true",512,128,2.10452678926325e-09
"51739",2,1,2,2,"true","true",128,2,2.69262520295719e-10
"100803",12,6,2,4,"true","true",256,2,1.35761365941573e-10
"199243",12,3,4,2,"true","false",64,1,1.73350952378822e-10
"3850",4,1,4,4,"true","true",128,16,6.59270315935395e-10
"116185",2,1,2,2,"true","true",1024,8,2.50807208898201e-10
"11639",12,6,2,4,"true","false",512,128,7.93439348923761e-10
"19619",5,5,16,2,"true","false",512,128,7.38797210374896e-09
"208581",15,5,4,2,"true","false",64,2,1.92949226086257e-10
"150561",12,3,4,4,"true","true",256,4,1.74857777962429e-10
"6610",12,4,2,2,"true","true",512,64,5.16595118249821e-10
"174891",16,4,4,4,"true","true",128,16,3.61129409132837e-10
"18682",12,3,1,2,"true","false",512,64,4.0520967787911e-10
"7498",18,6,2,2,"true","true",128,64,1.69854400046373e-09
"150562",12,3,4,4,"true","true",256,4,1.74857777962429e-10
"7206",10,5,4,4,"true","true",512,128,1.39108656079689e-09
"172583",6,6,1,2,"true","true",256,1,1.17919974204394e-10
"22008",12,4,1,2,"true","false",512,2,1.81925270589845e-10
"8477",12,4,8,4,"true","false",128,8,4.44014596732435e-10
"54355",4,1,4,2,"true","true",128,1,3.00554927648439e-10
"22411",8,2,4,4,"true","true",512,16,2.1478211097467e-10
"2373",3,1,2,4,"true","false",128,32,1.60784414888081e-09
"6468",6,6,1,2,"true","false",128,2,1.17976523819686e-10
"8249",18,6,8,2,"true","false",32,8,1.20630085221727e-09
"22772",4,2,1,4,"true","true",1024,512,1.98130478857090e-09
"14931",16,4,2,4,"true","false",1024,128,4.05393667105777e-10
"5832",4,4,8,2,"true","true",256,16,1.09348004888537e-09
"164415",6,3,2,4,"true","false",1024,16,1.52554038682594e-10
"19623",10,5,4,2,"true","false",128,64,2.52301476922146e-09
"732",3,1,4,2,"true","false",128,64,3.05949466134323e-09
