"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
24,6,8,2,"true","true",256,8,2.22369378181439e-10
4,1,8,2,"true","true",256,2,4.42725492795095e-10
8,2,4,4,"true","true",512,4,2.08219431886914e-10
5,5,2,4,"true","true",32,32,5.41791465686871e-09
2,1,8,4,"true","true",256,16,1.06437645475674e-09
24,6,8,4,"true","false",64,8,5.20469849338619e-10
10,5,8,4,"true","false",256,1,3.68715151323049e-10
12,6,8,2,"true","true",1024,64,7.0404745298132e-10
4,2,16,4,"true","false",32,4,2.16647350385192e-09
24,6,4,2,"true","false",512,32,2.12383629529961e-10
18,6,8,4,"true","false",32,16,2.26778972625058e-09
8,4,4,2,"true","true",64,4,3.97690183418004e-10
8,2,16,2,"true","false",32,4,1.1841618809856e-09
12,3,16,2,"true","false",128,2,4.32230937529601e-10
8,2,1,4,"true","false",256,256,3.15904116587099e-09
4,2,16,2,"true","false",1024,32,8.82682130152698e-10
15,5,8,2,"true","true",512,8,3.05683303583293e-10
6,6,8,2,"true","true",1024,32,7.01998500574125e-10
10,5,8,2,"true","true",256,32,1.00521894769616e-09
2,2,4,4,"true","true",128,16,1.68998373172941e-09
6,6,8,4,"true","false",32,16,6.64087393435298e-09
10,5,2,4,"true","false",512,2,1.424814549876e-10
24,6,4,4,"true","true",512,1,1.61050071013472e-10
20,5,8,4,"true","true",512,1,2.72235649015094e-10
4,2,16,2,"true","true",1024,16,9.44882910238083e-10
3,3,2,4,"true","false",32,2,5.54585972376351e-10
20,5,2,4,"true","true",256,2,1.50684918849133e-10
9,3,4,4,"true","true",64,64,3.71546455006917e-09
18,6,8,2,"true","false",512,2,3.72802896876784e-10
9,3,8,4,"true","true",256,4,3.27126818922116e-10
4,4,16,2,"true","true",64,4,1.90233805534745e-09
6,3,16,4,"true","true",64,32,6.76881350442414e-09
12,4,1,4,"true","true",64,2,1.86021197285695e-10
6,6,4,2,"true","true",1024,2,5.11181516301959e-10
24,6,16,2,"true","false",64,8,8.93530239894566e-10
8,2,8,4,"true","false",64,32,2.39149878364845e-09
6,6,8,4,"true","true",256,32,1.93973447832267e-09
4,4,16,4,"true","true",128,16,3.26687766513167e-09
9,3,16,2,"true","false",256,8,5.5756741017464e-10
20,5,8,2,"true","false",128,4,2.20132917976254e-10
4,4,8,4,"true","false",256,8,6.75015019951984e-10
3,1,16,4,"true","false",512,2,8.70773936585358e-10
12,3,1,4,"true","false",64,32,1.42415890290817e-09
12,6,4,2,"true","false",32,1,2.86299750752796e-10
3,3,8,2,"true","false",512,2,7.09993837589888e-10
3,1,16,4,"true","false",512,1,9.11374023334578e-10
20,5,8,2,"true","false",1024,256,1.2333308015434e-09
12,6,2,4,"true","true",512,512,3.32661814530428e-09
2,1,2,2,"true","false",1024,256,1.40127130009802e-09
2,2,2,4,"true","true",1024,1024,7.85158826412372e-09
4,4,2,4,"true","false",512,8,2.81197843600909e-10
10,5,16,2,"true","false",256,128,7.23381233747877e-09
15,5,1,4,"true","true",1024,8,2.10712306811652e-10
3,1,4,4,"true","true",128,64,3.06211713042255e-09
3,3,1,4,"true","false",128,1,1.37104351640103e-10
8,4,2,2,"true","true",64,8,4.04860315538647e-10
9,3,1,2,"true","true",512,64,4.88798504437229e-10
