"","elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
"22790",6,2,8,2,"true","true",128,16,9.09537128624382e-10
"10011",6,6,4,2,"true","false",512,8,4.07371216433353e-10
"19243",5,5,4,4,"true","false",1024,1,5.56945077278044e-10
"14472",18,6,4,4,"true","false",256,256,3.64401724535585e-09
"15622",4,4,8,2,"true","false",1024,4,8.67613875473228e-10
"16387",4,4,4,4,"true","false",1024,1,5.95165183572949e-10
"11437",16,4,8,4,"true","true",64,1,2.31041686969648e-10
"20605",5,5,4,4,"true","true",1024,512,6.57038617684086e-09
"3799",3,3,2,2,"true","true",128,64,3.15729271342137e-09
"14009",12,6,4,4,"true","true",128,2,2.29224480226014e-10
"7630",12,4,16,4,"true","true",256,16,8.22537588603383e-10
"5196",4,1,16,4,"true","true",256,4,7.27659278229622e-10
"22180",20,5,16,2,"true","false",128,2,4.50777480961675e-10
"3770",4,4,16,2,"true","true",256,8,1.51734418889519e-09
"10438",6,2,1,2,"true","true",512,64,5.5266835561853e-10
"23113",18,6,2,2,"true","false",128,2,1.89268093775622e-10
"22494",16,4,1,4,"true","true",32,1,1.76999396503308e-10
"21173",12,3,1,2,"true","true",128,128,2.7671683459498e-09
"373",4,4,1,4,"true","true",128,64,1.48846603828118e-09
"19236",15,5,2,2,"true","true",512,8,2.04902450343632e-10
"20785",24,6,16,4,"true","true",128,2,4.50423739633721e-10
"157241",15,5,1,2,"true","true",256,128,1.53302841872301e-09
"15449",2,1,8,2,"true","true",1024,8,7.95928001057468e-10
"17997",6,3,8,4,"true","false",512,512,8.9437313724674e-09
"15117",8,2,1,2,"true","true",1024,64,3.13391447543214e-10
"20673",2,1,8,4,"true","false",1024,512,6.85950056247706e-09
"18445",12,6,1,2,"true","true",1024,256,9.73202490562263e-10
"3878",1,1,16,4,"true","false",256,32,5.6419070398248e-09
"19129",9,3,8,2,"true","false",32,1,3.74340434574468e-10
"1027",1,1,8,2,"true","true",256,1,1.26621728993123e-09
"55841",4,1,4,2,"true","false",64,64,4.52916250483951e-09
"12844",9,3,8,2,"true","false",64,1,3.36988255590095e-10
"12535",3,3,16,2,"true","true",1024,1024,3.58454908584553e-08
"2391",2,2,8,2,"true","false",128,1,8.74297862841379e-10
"15707",18,6,1,2,"true","true",256,256,3.13469870684955e-09
"9385",9,3,2,2,"true","true",64,1,2.27765584890154e-10
"13309",9,3,1,2,"true","true",128,64,1.60909355497446e-09
"8581",6,3,8,2,"true","false",64,1,4.6554236741617e-10
"2817",3,3,1,2,"true","false",256,64,8.15046467720372e-10
"20802",12,6,8,2,"true","true",256,32,1.00969393071293e-09
"19023",8,2,8,2,"true","true",512,8,3.11933285546208e-10
"5881",2,1,16,2,"true","false",64,1,1.34921156740386e-09
"16034",8,4,4,4,"true","true",1024,256,1.56970425782005e-09
"1919",4,1,16,4,"true","true",512,1,8.12005916949584e-10
"21130",12,6,2,2,"true","true",512,8,1.34502841297936e-10
"19208",12,4,8,2,"true","true",512,8,3.19863293778349e-10
"18981",9,3,16,4,"true","true",128,2,5.37603222758762e-10
"19177",16,4,1,2,"true","true",128,4,1.59305405614756e-10
"6130",4,4,2,2,"true","false",512,128,1.57779568855034e-09
"17084",20,5,4,4,"true","true",1024,1,2.00715330313066e-10
"15276",8,2,8,4,"true","false",128,1,3.00430767074906e-10
"18965",9,3,4,2,"true","false",256,1,2.22694636209331e-10
"9135",6,6,4,2,"true","true",32,32,9.236196922937e-09
"2544",2,2,2,2,"true","true",64,64,7.55855948019367e-09
"4727",4,2,8,4,"true","false",512,256,4.84653598731559e-09
"19116",24,6,2,2,"true","false",1024,64,2.62212205144276e-10
"13177",6,2,4,4,"true","false",128,16,6.26813633779508e-10
"7028",8,4,2,4,"true","false",512,256,1.63705348599864e-09
"5421",2,2,8,4,"true","false",512,512,1.92180644927774e-08
"5427",1,1,1,2,"true","false",32,8,1.38804913147104e-09
"6287",2,1,2,4,"true","true",256,64,1.39083648530526e-09
"12358",8,4,4,2,"true","false",256,16,4.01580732682694e-10
"6497",6,3,2,4,"true","true",128,128,3.21172918422687e-09
"13308",10,5,1,4,"true","false",512,512,3.23409089259595e-09
"21801",6,6,1,4,"true","false",128,32,6.81813449035948e-10
"8976",12,3,4,4,"true","true",128,64,1.39188354623415e-09
"131691",15,5,4,4,"true","false",128,4,1.95178665164777e-10
"16063",12,4,1,4,"true","true",1024,2,2.30155476700536e-10
"7580",18,6,1,4,"true","false",64,1,1.67493479795916e-10
"22252",12,3,2,2,"true","false",64,8,3.93467135497036e-10
"22046",15,5,2,4,"true","true",512,64,5.0718362857189e-10
"1456",1,1,2,4,"true","true",32,16,5.38923969955629e-09
"3946",2,1,8,2,"true","false",256,256,1.29286693871936e-08
"14206",9,3,4,2,"true","false",128,8,3.24635580615936e-10
"16402",5,5,2,4,"true","false",256,16,4.13372404273045e-10
"850",2,1,4,4,"true","true",256,64,2.3679739624409e-09
"3635",3,3,4,2,"true","true",64,64,1.11415799609145e-08
"15032",10,5,1,4,"true","true",512,32,2.23202302749417e-10
"20631",4,2,16,4,"true","true",256,2,7.73585195266044e-10
"14949",6,2,16,4,"true","true",32,1,7.47826482652057e-10
"18235",12,4,4,4,"true","true",128,1,2.07260580963265e-10
"18395",8,2,1,2,"true","false",64,8,4.62191528197925e-10
"21505",8,2,4,2,"true","false",1024,64,3.07758387854358e-10
"16455",12,4,8,2,"true","true",32,2,4.89873185556214e-10
"13460",4,4,2,2,"true","true",1024,8,2.56747173301072e-10
"16849",4,2,2,2,"true","false",1024,1024,3.9772918140288e-09
"17819",16,4,16,4,"true","true",256,1,5.32708836902393e-10
"21191",6,2,16,4,"true","false",32,32,9.96869482135943e-09
"13391",4,2,16,2,"true","true",1024,1024,1.77484862850637e-08
"14880",24,6,4,4,"true","false",1024,128,4.12890586902644e-10
"7601",10,5,2,4,"true","false",1024,256,9.10587814935023e-10
"14642",24,6,4,2,"true","true",1024,16,1.79492608936698e-10
"16615",8,2,1,2,"true","false",32,2,2.8978314814014e-10
"5718",1,1,4,4,"true","true",64,32,9.10182596102213e-09
"7181",8,2,2,2,"true","false",512,4,2.08553688526151e-10
"14198",10,5,8,4,"true","true",32,32,7.13457293460915e-09
"15910",6,3,2,4,"true","false",256,16,2.56417549426162e-10
"14656",5,5,2,4,"true","false",1024,64,4.76004698007759e-10
"22594",6,6,2,2,"true","true",32,4,7.04267362550352e-10
"1708",2,1,1,2,"true","false",128,2,2.70677748067699e-10
"18315",6,2,4,4,"true","true",1024,1024,4.77294130689979e-09
"3804",4,1,1,4,"true","true",64,64,4.53323253299321e-09
"1853",2,2,8,4,"true","false",256,256,1.86024134655432e-08
"15251",16,4,2,4,"true","true",64,8,3.63938741864718e-10
"16250",5,5,1,4,"true","true",512,16,1.25745008277944e-10
"17874",6,2,4,4,"true","false",256,16,3.82771132631826e-10
"5944",4,1,8,4,"true","false",128,32,1.77554408655125e-09
"16989",2,1,16,2,"true","false",1024,2,1.37845059941359e-09
"4972",4,4,2,4,"true","false",256,2,2.76263916607958e-10
"20635",2,1,8,2,"true","false",1024,1,9.13969080726264e-10
"17340",12,4,2,2,"true","true",256,32,4.98500841097389e-10
"11448",8,4,8,2,"true","true",512,256,4.44776278937246e-09
"1155",2,1,16,4,"true","true",128,2,1.15792854766897e-09
"212791",12,6,2,4,"true","true",256,1,1.38642807344938e-10
"8519",12,3,16,4,"true","false",128,1,4.36873650716068e-10
"4160",4,1,4,4,"true","true",64,32,2.34264764212257e-09
"4902",1,1,8,2,"true","true",512,4,1.23036562535472e-09
"19765",12,6,2,4,"true","false",512,256,1.63020204303616e-09
"17294",5,5,16,2,"true","false",512,256,1.65199695678795e-08
"9251",15,5,16,2,"true","true",32,2,8.01702562475593e-10
"20703",12,4,4,4,"true","true",256,8,2.085301812939e-10
"10333",12,4,2,2,"true","true",512,128,9.50399188688818e-10
"154541",16,4,4,4,"true","true",64,32,1.30962832513991e-09
"12061",12,3,1,2,"true","false",512,128,7.63586025381267e-10
"13527",18,6,2,2,"true","true",128,128,3.47084774319805e-09
"12504",12,3,4,4,"true","true",1024,4,2.18533264554219e-10
"6511",10,5,4,4,"true","true",512,256,2.81279985843004e-09
"20969",6,6,2,2,"true","true",128,1,2.49019581426787e-10
"20557",12,4,1,2,"true","false",1024,1,2.37063551257861e-10
"8002",12,4,8,4,"true","false",128,16,7.28474627259119e-10
"4012",4,1,8,4,"true","true",32,1,4.89244030817247e-10
"16191",8,2,4,4,"true","true",512,32,2.77370649891306e-10
"1040",3,1,2,4,"true","false",64,64,6.03507311383383e-09
"21949",6,6,8,2,"true","false",32,1,7.753400580976e-10
"13266",18,6,8,2,"true","false",32,16,2.26425583787851e-09
"7742",4,2,1,4,"true","true",1024,1024,3.93689791026561e-09
"7214",16,4,2,4,"true","false",1024,256,8.08043355744623e-10
"4312",4,4,8,2,"true","true",256,32,1.9873446795904e-09
"12372",6,3,1,4,"true","true",1024,16,1.60061539833948e-10
"13421",10,5,4,2,"true","false",128,128,5.23267306602217e-09
"6114",3,1,4,2,"true","false",128,128,5.98460582905262e-09
